mode,affinity,rmsd_l,rmsd_u,true_rmsd,num
1.0,-7.7,0.0,0.0,0.822133,3
1.0,-4.4,0.0,0.0,5.12633,0
1.0,-3.4,0.0,0.0,5.29982,2
1.0,-2.0,0.0,0.0,2.32956,4
1.0,1.4,0.0,0.0,5.15419,5
1.0,5.7,0.0,0.0,5.44701,1
